지역구,어린이집명,주소
종로구,현대해상 온마음어린이집,서울특별시 종로구 신문로2가 경희궁1길 9
중랑구,포도나무어린이집,"서울특별시 중랑구 신내역로 165 201동 103호(신내동, 우디안아파트)"
송파구,베이비궁어린이집,"서울특별시 송파구 위례광장로 121 위례24단지, 2414동 103호"
송파구,디딤돌어린이집,서울특별시 송파구 백제고분로23길 25
중랑구,산들바람어린이집,"서울특별시 중랑구 신내역로 165 205동 101호(신내동, 우디안아파트)"
구로구,아이샛별어린이집,"서울특별시 구로구 오리로 1102-10 214동 103호(천왕동,천왕연지타운2단지)"
용산구,DB손해보험 아이사랑 어린이집,서울특별시 용산구 후암로 107 게이트웨이타워 3층
구로구,새로미어린이집,"서울특별시 구로구 오리로 1102-10 213동 104호(천왕동, 천왕연지타운2단지아파트)"
동작구,숭실대학교어린이집,서울특별시 동작구 상도로67길 20
은평구,사랑이어린이집,서울특별시 은평구 응암로 232-1
마포구,신공덕삼성 어린이집,"서울특별시 마포구 백범로37길 12 106-101(신공덕동, 신공덕1차삼성래미안아파트)"
중랑구,라임어린이집,서울특별시 중랑구 중랑역로 234-7 (묵동)
성동구,도담아이 어린이집,"서울특별시 성동구 행당로 79 119동 103호(행당동, 대림아파트)"
은평구,아이젤어린이집,서울특별시 은평구 응암로22길 9-9
양천구,정원어린이집,서울특별시 양천구 남부순환로29길 17-1
종로구,LG광화문어린이집,서울특별시 종로구 신문로2가 새문안로 58
서초구,안젤로빅스맘어린이집,"서울특별시 서초구 양재대로2길 109 103동 104호 (우면동, 서초참누리에코리치)"
송파구,꿈에그린어린이집,"서울특별시 송파구 위례광장로 121 장지동 901, 위례24단지 2413동 101호"
송파구,나누미어린이집,"서울특별시 송파구 위례광장로 121 2414동 101호(장지동, 위례24단지)"
도봉구,방학동행복한어린이집,서울특별시 도봉구 도당로6길 36
중구,한화태평로어린이집,서울특별시 중구 태평로2가 세종대로 92 4층
구로구,자람어린이집,서울특별시 구로구 항동로 42 506동 103호(한양수자인에듀힐즈)
송파구,위례키즈어린이집,"서울특별시 송파구 위례광장로 163 장지동 879, 위례22단지 2208동 102호"
중랑구,새솔어린이집,"서울특별시 중랑구 신내역로 165 (신내동, 신내우디안2단지아파트 관리동)"
서초구,움찬어린이집,"서울특별시 서초구 양재대로2길 11 502동 101호(우면동, 서초보금자리5단지)"
영등포구,한화여의도어린이집,서울특별시 영등포구 여의대로 56
강서구,단이슬어린이집,서울특별시 강서구 공항대로8가길 40
중랑구,마미맘어린이집,"서울특별시 중랑구 신내역로 165 213동 103호(신내동,우디안아파트)"
종로구,창신제일어린이집,서울특별시 종로구 낙산성곽동길 69 창신동
종로구,엔젤키즈어린이집,서울특별시 종로구 자하문로43길 4-13
종로구,GS건설 꿈과 희망의 어린이집,서울특별시 종로구 종로 33 그랑서울 타워2  (2층)
구로구,연초롱어린이집,서울특별시 구로구 오리로 1102-10 천왕2지구 2단지 209동1층
은평구,햇살가득어린이집,서울특별시 은평구 은평터널로 65 (대림한숲타운아파트)105동 103호
강서구,다니엘어린이집,"서울특별시 강서구 양천로55길 55 108동 102호(가양동, 가양한강자이)"
마포구,꿈꾸는 어린이집,서울특별시 마포구 성미산로3길 7
관악구,아람어린이집,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 106동 102호
송파구,우리키즈어린이집,"서울특별시 송파구 위례광장로 121 위례 24단지, 2410동 101호"
서초구,라라라어린이집,"서울특별시 서초구 양재대로2길 11 502동 104호(우면동, 서초보금자리5단지)"
송파구,아리솔어린이집,서울특별시 송파구 올림픽로51길 62 1층
송파구,꼬꼬맘어린이집,"서울특별시 송파구 위례광장로 121 2418동 101호(장지동, 위례24단지)"
송파구,꿈초롱어린이집,"서울특별시 송파구 위례광장로 121 2414동102호(장지동, 위례24단지)"
성북구,종암중앙어린이집,서울특별시 성북구 종암로19길 18 종암중앙어린이집
성북구,정릉제일어린이집,서울특별시 성북구 정릉로31가길 46 정릉제일어린이집
양천구,아이파크어린이집,"서울특별시 양천구 목동동로 180 104동 104호(신정2동, 아이파크아파트)"
송파구,위키즈어린이집,서울특별시 송파구 위례광장로 121 2410동102호(장지동 위례24단지)
송파구,앙팡어린이집,"서울특별시 송파구 위례광장로 121 2403동 104호(장지동,위례24단지아파트)"
송파구,해나라어린이집,"서울특별시 송파구 위례광장로 163 2209동102호(장지동, 위례22단지)"
송파구,위례꼬마숲어린이집,서울특별시 송파구 위례광장로 121 2414동 101호
서초구,서초구립 서리풀어린이집,"서울특별시 서초구 반포대로 121 (서초동, 사랑의 교회내)"
송파구,보람빅스맘어린이집,서울특별시 송파구 위례광장로 163 2201동 106호
성동구,행복어린이집,"서울특별시 성동구 독서당로 377 108동 105호 (응봉동, 금호현대아파트)"
구로구,온새미어린이집,서울특별시 구로구 새말로18길 130
구로구,연지어린이집,서울특별시 구로구 오류로 39 연지타운1단지 104동 1층
구로구,새롬마을어린이집,서울특별시 구로구 고척로10길 45
양천구,구립 푸른마을어린이집,서울특별시 양천구 신정로7길 70 푸른마을아1단지보육시설
강동구,구립둔촌푸르지오어린이집,서울특별시 강동구 명일로 172
양천구,구립 나무향기어린이집,서울특별시 양천구 가로공원로 66 (신월동)
서대문구,명랑어린이집,서울특별시 서대문구 홍제내길 18 (홍제동)
종로구,종로생명숲어린이집,서울특별시 종로구 평창문화로 73-7 종로생명숲어린이집
송파구,은송어린이집,서울특별시 송파구 동남로9길 17-10
광진구,구립 희망샘어린이집,서울특별시 광진구 긴고랑로37길 8 (중곡동)
은평구,구립 신사1어린이집,서울특별시 은평구 은평로3가길 16
동작구,한강어린이집,"서울특별시 동작구 서달로 91 (흑석동, 동부센트레빌2차 관리동)"
서초구,나래어린이집,서울특별시 서초구 양재대로2길 33 서초보금자리4단지 관리동
양천구,바르게자라는울타리어린이집,서울특별시 양천구 월정로 261
강남구,이레어린이집,서울특별시 강남구 강남대로146길 28 103동 101호
금천구,서울디지털직장어린이집,서울특별시 금천구 벚꽃로 298 대륭포스트6차 305호
서대문구,새솔어린이집,서울특별시 서대문구 통일로34길 19 새솔어린이집
서대문구,산마루어린이집,서울특별시 서대문구 북아현로 120
구로구,IBK참!좋은어린이집,"서울특별시 구로구 디지털로32길 55 3층, 구로동"
금천구,신나는공동육아어린이집,서울특별시 금천구 독산로10길 96 건영2차 1동 109호
동작구,구립신대방1동어린이집,서울특별시 동작구 신대방1길 44
동작구,구립로미어린이집,서울특별시 동작구 만양로 19
영등포구,LG CNS 어린이집,서울특별시 영등포구 여의대로 24
구로구,사랑별어린이집,서울특별시 구로구 구로동로8길 30-1 (구로4동)
동대문구,애플키즈어린이집,서울특별시 동대문구 사가정로 65 래미안크레시티아파트 110동 101호
동대문구,예성어린이집,"서울특별시 동대문구 사가정로 65 304동 101호 (전농동, 래미안크레시티아파트)"
영등포구,키즈빈생태어린이집,서울특별시 영등포구 문래동4가 선유로 26-1 고산빌딩1층
영등포구,신길어린이집,서울특별시 영등포구 영등포로67가길 9
강남구,우리아이어린이집,서울특별시 강남구 삼성로 14 주공4단지아파트 444동 101호
성동구,구립 성삼보듬이나눔이어린이집,서울특별시 성동구 성수동2가 광나루로 242-17
송파구,실버스푼리센츠 어린이집,"서울특별시 송파구 올림픽로 135 248-101(잠실동,리센츠아파트)"
송파구,산모건강증진센터어린이집,서울특별시 송파구 충민로2길 20
송파구,송파위례24어린이집,서울특별시 송파구 위례광장로 121
송파구,송파위례22어린이집,서울특별시 송파구 위례광장로 163
서초구,서초구립 서초3단지어린이집,서울특별시 서초구 양재대로2길 34 우면동 408번지 서초보금자리3단지 내 별동
마포구,래미안아이꿈어린이집,서울특별시 마포구 마포대로20길 26 삼성래미안 2차 아파트 109동 102호
송파구,단비어린이집,서울특별시 송파구 동남로8길 9
송파구,새그린어린이집,서울특별시 송파구 동남로 189 303동 109호
관악구,봄빛가득한어린이집,서울특별시 관악구 신림로7길 33 102-103
관악구,기쁨샘몬테소리어린이집,"서울특별시 관악구 난곡로 55 232동 104호(신림동, 관악산휴먼시아아파트)  [난향동]"
송파구,안젤로스어린이집,서울특별시 송파구 동남로20길 11
강서구,염창누리봄어린이집,서울특별시 강서구 양천로69길 58 염창동 동아1차 아파트 101-112
마포구,도담i어린이집,서울특별시 마포구 월드컵로7길 36-7
동대문구,도담크레시티어린이집,"서울특별시 동대문구 사가정로 65 211동 105호(전농동, 래미안크레시티아파트)"
강남구,세곡연두 어린이집,서울특별시 강남구 자곡로3길 22 LH강남3단지(관리동)
관악구,소나무어린이집,서울특별시 관악구 난곡로45길 28 (신림동)  [미성동]
강남구,대치도담 어린이집,서울특별시 강남구 선릉로64길 33 도곡초등학교(대치4동)
강남구,가로수 어린이집,서울특별시 강남구 압구정로18길 28 신구초등학교
동대문구,예송어린이집,서울특별시 동대문구 이문로42길 45
송파구,리베어린이집,서울특별시 송파구 송이로15길 31 가락2차쌍용아파트 102동102호
마포구,이든어린이집,"서울특별시 마포구 월드컵북로 235 7-103 (성산동,성산시영아트)"
용산구,미래어린이집,서울특별시 용산구 후암로16나길 13
성동구,구립 금삼어린이집,서울특별시 성동구 금호동3가 금호산길 14
송파구,우리아이어린이집,서울특별시 송파구 풍성로26길 31 송파현대힐스테이트 201-101
관악구,나래어린이집,서울특별시 관악구 관악로30길 27 112동 102호(봉천동 관악푸르지오아파트)
성북구,안암동 하나금융그룹 직장어린이집,서울특별시 성북구 안암동5가 안암로 75
서초구,서초구립 리본타워어린이집,"서울특별시 서초구 바우뫼로18길 20 101동 1층(양재동, 리본타워)"
성동구,그린삐아제어린이집,"서울특별시 성동구 독서당로62길 43 6동 105호 (응봉동, 대림아파트)"
서초구,서초구립방배열린어린이집,서울특별시 서초구 방배로 173 방배열린문화센터 내 1층
동대문구,킨더베베어린이집,"서울특별시 동대문구 외대역동로 14 103동 1층 관리동 (휘경동,센트레빌아파트)"
서초구,서초구립 포레스타7단지어린이집,서울특별시 서초구 청계산로11길 7-12 708동 1층
