사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
뺑소니사고,2021080100100155,2021년 8월 1일 13시,일요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승합,남,63세,경상
뺑소니사고,2021080100100325,2021년 8월 1일 19시,일요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,22세,상해없음,이륜,남,56세,경상
뺑소니사고,2021080200100265,2021년 8월 2일 14시,월요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,77세,기타불명,승용,여,58세,경상
뺑소니사고,2021080200100376,2021년 8월 2일 17시,월요일,부산광역시 사상구 삼락동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,72세,상해없음,승용,여,32세,경상
뺑소니사고,2021080400100484,2021년 8월 4일 19시,수요일,부산광역시 부산진구 가야동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,37세,상해없음
뺑소니사고,2021080500100214,2021년 8월 5일 12시,목요일,부산광역시 북구 만덕동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,24세,상해없음,보행자,남,9세,경상
뺑소니사고,2021080500100405,2021년 8월 5일 17시,목요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,보행자,여,16세,경상
뺑소니사고,2021080800100329,2021년 8월 8일 19시,일요일,부산광역시 연제구 거제동,경상사고,0,0,4,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,화물,남,78세,경상
뺑소니사고,2021080900100014,2021년 8월 9일 04시,월요일,부산광역시 강서구 송정동,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,77세,중상
뺑소니사고,2021080900100371,2021년 8월 9일 16시,월요일,부산광역시 강서구 강동동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,남,74세,경상
